district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
42,MARION,2000315,BIO 1 CR,13,13,,,,12,,,,,,,,,29,37,66,40,0.439393939,0.606060606
42,MARION,2000320,BIO 1 HON,226,188,65,42,94,71,19,16,,,,,14,18,426,339,765,351,0.556862745,0.458823529
42,MARION,2000321,AICE BIO 1 AS,24,24,,,11,,,,,,,,,,40,31,71,23,0.563380282,0.323943662
42,MARION,2000322,PRE-AICE BIO IG,68,51,,,17,19,,,,,,,,,104,78,182,63,0.571428571,0.346153846
42,MARION,2000323,AICE BIO 2 AL,,,,,,,,,,,,,,,,,13,,,
42,MARION,2000340,AP BIO,41,24,12,,22,14,15,,,,,,,,96,55,151,86,0.635761589,0.569536424
42,MARION,2000350,ANAT PHYSIO,,,,,,,,,,,,,,,12,0,12,,1,
42,MARION,2000360,ANAT PHYSIO HON,162,74,38,24,77,30,,,,,,,11,,301,143,444,208,0.677927928,0.468468468
42,MARION,2000800,FL PRE-IB BIO 1,60,29,13,,14,,,,,,,,,,104,60,164,75,0.634146341,0.457317073
42,MARION,2000805,IB BIOLOGY 1,,,,,,,,,,,,,,,,,13,,,
42,MARION,2000810,IB BIOLOGY 2,,,,,,,,,,,,,,,,,12,,,
42,MARION,2000820,IB BIOLOGY 3,21,19,,,,,,,,,,,,,42,46,88,48,0.477272727,0.545454545
42,MARION,2001010,M/J ERTH/SPA SCI,484,575,259,260,285,302,11,10,,,,,42,61,1086,1214,2300,1241,0.472173913,0.539565217
42,MARION,2001020,M/J ERTH/SPA SCI ADV,218,203,59,47,70,78,20,25,,,,,25,15,394,369,763,342,0.5163827,0.448230668
42,MARION,2001310,ERTH/SPA SCI,372,397,184,208,195,261,,,,,,,40,60,801,935,1736,967,0.46140553,0.55702765
42,MARION,2001320,ERTH/SPA SCI HON,72,41,18,10,15,18,,,,,,,,,111,77,188,75,0.590425532,0.39893617
42,MARION,2001340,ENV SCI,23,45,29,34,11,15,,,,,,,,10,66,105,171,103,0.385964912,0.602339181
42,MARION,2001380,AP ENV SCI,,,,,,,,,,,,,,,13,7,20,,0.65,
42,MARION,2001381,AICE ENV MGMNT AS,12,18,,,,,,,,,,,,,20,25,45,15,0.444444444,0.333333333
42,MARION,2002040,M/J COMPRE SCI 1,,,,,,,,,,,,,,,,,,,,
42,MARION,2002056,M/J SCI 1 CAMB SEC 1,68,53,10,10,19,22,,,,,,,,,105,91,196,75,0.535714286,0.382653061
42,MARION,2002070,M/J COMPRE SCI 2,,,,,,,,,,,,,,,,,,,,
42,MARION,2002080,M/J COMPRE SCI 2 ADV,,,,,,,,,,,,,,,,,,,,
42,MARION,2002086,M/J SCI 2 CAMB SEC 1,67,55,11,11,12,12,,,,,,,,,93,84,177,55,0.525423729,0.310734463
42,MARION,2002100,M/J COMPRE SCI 3,,,,,,,,,,,,,,,,,10,,,
42,MARION,2002110,M/J COMPRE SCI 3 ADV,,,,,,,,,,,,,,,,,,,,
42,MARION,2002405,INTEG SCI 1 CR,,,,,,,,,,,,,,,8,16,24,,0.333333333,
42,MARION,2002425,INTEG SCI 2 CR,,,,,,,,,,,,,,,,,,,,
42,MARION,2002480,FORC SCI 1,,,,,,,,,,,,,,,11,4,15,,0.733333333,
42,MARION,2002500,MARINE SCI 1,57,122,30,50,18,42,,,,,,,10,,119,226,345,166,0.344927536,0.48115942
42,MARION,2002510,MARINE SCI 1 HON,,,,,,,,,,,,,,,,,,,,
42,MARION,2002515,AICE MARINE SCI 1 AS,,,,,,,,,,,,,,,10,6,16,,0.625,
42,MARION,2002535,AICE MARINE SCI 2 AL,13,11,,,,,,,,,,,,,25,15,40,16,0.625,0.4
42,MARION,2003010,M/J PHY SCI,461,552,199,265,245,306,12,,,,,10,37,56,962,1198,2160,1147,0.44537037,0.531018519
42,MARION,2003310,PHY SCI,144,176,106,166,97,143,,,,,,,12,20,366,509,875,555,0.418285714,0.634285714
42,MARION,2003320,PHY SCI HON,301,285,63,44,101,93,12,15,,,,,26,19,510,458,968,382,0.526859504,0.394628099
42,MARION,2003340,CHEM 1,124,146,59,45,76,69,,,,,,,10,13,276,277,553,283,0.499095841,0.511754069
42,MARION,2003345,CHEM 1 CR,,,,,,,,,,,,,,,,,,,,
42,MARION,2003350,CHEM 1 HON,204,141,42,33,70,75,,,,,,,13,16,340,273,613,268,0.554649266,0.437194127
42,MARION,2003370,AP CHEM,40,48,,,,10,,,,,,,,,65,67,132,44,0.492424242,0.333333333
42,MARION,2003371,AICE CHEM 1 AS,12,,,,,,,,,,,,,,20,11,31,,0.64516129,
42,MARION,2003372,PRE-AICE CHEM IG,69,44,10,,24,,,,,,,,,,106,62,168,55,0.630952381,0.327380952
42,MARION,2003390,PHYS 1 HON,,,,,,,,,,,,,,,,,,,,
42,MARION,2003421,AP PHYSICS 1,,24,,,,,,,,,,,,,9,30,39,,0.230769231,
42,MARION,2003431,AICE PHYSICS 1 AS,,,,,,,,,,,,,,,7,14,21,,0.333333333,
42,MARION,2003432,PRE-AICE PHYSICS IG,,10,,,,,,,,,,,,,4,12,16,,0.25,
42,MARION,2003800,FL PRE-IB CHEM 1,52,34,,,12,10,,,,,,,12,,94,59,153,67,0.614379085,0.437908497
42,MARION,2003810,IB CHEMISTRY 2,,11,,,,,,,,,,,,,32,19,51,,0.62745098,
42,MARION,2003836,FL PRE-IB PHYSICS 1,11,,,,,,,,,,,,,,22,11,33,,0.666666667,
42,MARION,2003845,IB PHYSICS 2,,,,,,,,,,,,,,,,,,,,
43,MARTIN,1200310,ALG 1,52,64,12,,15,13,,,,,,,,,86,87,173,57,0.497109827,0.329479769
43,MARTIN,1200315,ALG 1 CR,,,,,,,,,,,,,,,,,11,,,
43,MARTIN,1200320,ALG 1 HON,297,306,21,13,100,96,16,,,,,,18,,452,436,888,285,0.509009009,0.320945946
43,MARTIN,1200330,ALG 2,157,167,17,18,59,56,,,,,,,,,242,252,494,170,0.489878543,0.344129555
43,MARTIN,1200335,ALG 2 CR,,,,,,,,,,,,,,,,,,,,
43,MARTIN,1200340,ALG 2 HON,178,172,,,51,37,,,,,,,,,244,221,465,115,0.524731183,0.247311828
43,MARTIN,1200370,ALG 1-A,10,14,,,,23,,,,,,,,,20,40,60,36,0.333333333,0.6
43,MARTIN,1200375,ALG 1-A CR,,,,,,,,,,,,,,,,,,,,
43,MARTIN,1200380,ALG 1-B,118,142,25,38,99,130,,,,,,,,14,253,327,580,320,0.436206897,0.551724138
43,MARTIN,1200385,ALG 1-B CR,,,,,,,,,,,,,,,,,,,,
43,MARTIN,1200387,FINANCIAL ALGEBRA,32,62,,12,26,32,,,,,,,,,66,113,179,85,0.368715084,0.474860335
43,MARTIN,1200400,INTENS MATH,,11,,,21,44,,,,,,,,,32,63,95,,0.336842105,
43,MARTIN,1200700,MATH COLL READINESS,128,120,13,14,56,52,,,,,,,,,205,191,396,148,0.517676768,0.373737374
43,MARTIN,1201315,ANALYSIS OF FUNC HON,10,17,,,,,,,,,,,,,13,26,39,12,0.333333333,0.307692308
43,MARTIN,1202310,AP CALCULUS AB,80,62,,,12,,,,,,,,,,100,75,175,33,0.571428571,0.188571429
43,MARTIN,1202320,AP CALCULUS BC,15,30,,,,,,,,,,,,,19,32,51,6,0.37254902,0.117647059
43,MARTIN,1202340,PRE-CALCULUS HON,134,130,13,,19,20,,,,,,,,,179,162,341,77,0.524926686,0.225806452
43,MARTIN,1202375,IB PRE-CALCULUS,13,12,,,,,,,,,,,,,19,12,31,6,0.612903226,0.193548387
43,MARTIN,1202810,IB CALCULUS/DESC STA,11,16,,,,,,,,,,,,,13,18,31,4,0.419354839,0.129032258
43,MARTIN,1202830,IB ADV CALCULUS,,,,,,,,,,,,,,,,,10,,,
43,MARTIN,1204000,M/J INTENS MATH (MC),,,,,27,20,,,,,,,,,34,30,64,,0.53125,
43,MARTIN,1205010,M/J GRADE 6 MATH,170,182,41,33,177,181,,,,,,,,13,400,414,814,462,0.491400491,0.567567568
43,MARTIN,1205020,M/J GRADE 6 MATH ADV,178,175,,13,44,54,,,,,,,11,,244,254,498,145,0.489959839,0.291164659
43,MARTIN,1205040,M/J GRADE 7 MATH,200,181,35,38,122,132,,,,,,,14,15,375,369,744,363,0.504032258,0.487903226
43,MARTIN,1205050,M/J GRADE 7 MATH ADV,130,142,,,61,59,,,,,,,,10,212,221,433,161,0.48960739,0.37182448
43,MARTIN,1205070,M/J GRADE 8 PRE-ALG,292,346,43,45,135,155,10,,,,,,14,14,496,570,1066,428,0.465290807,0.401500938
43,MARTIN,1206300,INF GEO,,,,,,,,,,,,,,,10,5,15,,0.666666667,
43,MARTIN,1206310,GEO,233,268,34,41,137,147,,,,,,,14,20,424,482,906,405,0.46799117,0.447019868
43,MARTIN,1206315,GEO CR,,,,,,,,,,,,,,,,,11,,,
43,MARTIN,1206320,GEO HON,234,211,11,,67,50,11,13,,,,,,,329,285,614,169,0.535830619,0.2752443
43,MARTIN,1207300,LIB ARTS MATH 1,16,17,,,12,,,,,,,,,,33,28,61,28,0.540983607,0.459016393
43,MARTIN,1207310,LIB ARTS MATH 2,26,39,,10,27,37,,,,,,,,,58,92,150,85,0.386666667,0.566666667
43,MARTIN,1209800,IB MATH STUDIES,15,,,,,,,,,,,,,,18,9,27,,0.666666667,
43,MARTIN,1209830,IB MATH HL 1,,,,,,,,,,,,,,,,,12,,,
43,MARTIN,1210300,"PROB, STAT W/APPLS H",14,12,,,,,,,,,,,,,20,14,34,8,0.588235294,0.235294118
43,MARTIN,1210310,IB STAT/INT DIFF CAL,16,,,,,,,,,,,,,,25,7,32,,0.78125,
43,MARTIN,1210320,AP STAT,24,30,,,,,,,,,,,,,31,36,67,13,0.462686567,0.194029851
43,MARTIN,1211300,TRIG HON,31,33,,,18,,,,,,,,,,52,38,90,26,0.577777778,0.288888889
43,MARTIN,1298310,ADV TOPICS IN MATH,17,14,,,,,,,,,,,,,26,18,44,13,0.590909091,0.295454545
43,MARTIN,2000310,BIO 1,128,200,33,38,112,149,,,,,,,10,13,290,403,693,365,0.418470418,0.526695527
43,MARTIN,2000315,BIO 1 CR,,,,,,,,,,,,,,,8,12,20,,0.4,
43,MARTIN,2000320,BIO 1 HON,297,257,10,,72,45,,,,,,,14,,396,322,718,164,0.551532033,0.228412256
43,MARTIN,2000340,AP BIO,37,28,,,,,,,,,,,,,42,33,75,10,0.56,0.133333333
43,MARTIN,2000350,ANAT PHYSIO,21,10,,,10,,,,,,,,,,31,13,44,13,0.704545455,0.295454545
43,MARTIN,2000360,ANAT PHYSIO HON,98,51,,,27,10,,,,,,,,,137,68,205,56,0.668292683,0.273170732
43,MARTIN,2000440,GENETICS HON,16,10,,,,,,,,,,,,,21,17,38,12,0.552631579,0.315789474
43,MARTIN,2000800,FL PRE-IB BIO 1,37,29,,,15,,,,,,,,,,60,43,103,37,0.582524272,0.359223301
43,MARTIN,2000805,IB BIOLOGY 1,28,17,,,,,,,,,,,,,37,19,56,11,0.660714286,0.196428571
43,MARTIN,2000820,IB BIOLOGY 3,22,11,,,,,,,,,,,,,30,12,42,9,0.714285714,0.214285714
43,MARTIN,2001310,ERTH/SPA SCI,57,71,,15,35,45,,,,,,,,,100,140,240,112,0.416666667,0.466666667
43,MARTIN,2001340,ENV SCI,60,84,11,14,50,71,,,,,,,,10,126,181,307,163,0.410423453,0.530944625
43,MARTIN,2001341,ENV SCI HON,12,18,,,14,10,,,,,,,,,26,33,59,29,0.440677966,0.491525424
43,MARTIN,2001380,AP ENV SCI,84,66,,,,10,,,,,,,,,102,80,182,32,0.56043956,0.175824176
43,MARTIN,2002040,M/J COMPRE SCI 1,51,83,25,23,76,80,,,,,,,,,161,193,354,220,0.45480226,0.621468927
43,MARTIN,2002050,M/J COMPRE SCI 1 ADV,343,343,22,25,148,170,10,,,,,,16,19,541,566,1107,421,0.48870822,0.380307136
43,MARTIN,2002070,M/J COMPRE SCI 2,49,51,20,27,63,71,,,,,,,,,139,155,294,194,0.472789116,0.659863946
43,MARTIN,2002080,M/J COMPRE SCI 2 ADV,346,360,23,19,132,143,18,,,,,,21,25,540,558,1098,392,0.491803279,0.35701275
43,MARTIN,2002100,M/J COMPRE SCI 3,66,66,23,21,68,74,,,,,,,,,163,169,332,200,0.490963855,0.602409639
43,MARTIN,2002110,M/J COMPRE SCI 3 ADV,338,359,34,28,128,128,11,14,,,,,18,12,530,542,1072,375,0.494402985,0.349813433
43,MARTIN,2002400,INTEG SCI 1,,,,,,,,,,,,,,,,,16,,,
43,MARTIN,2002500,MARINE SCI 1,63,114,14,25,46,42,,,,,,,,,126,190,316,139,0.398734177,0.439873418
43,MARTIN,2002510,MARINE SCI 1 HON,87,91,,,19,21,,,,,,,,,116,123,239,61,0.485355649,0.255230126
43,MARTIN,2002530,MARINE SCI 2 HON,11,18,,,,,,,,,,,,,15,21,36,7,0.416666667,0.194444444
43,MARTIN,2003310,PHY SCI,100,144,20,28,84,112,,,,,,,11,,219,295,514,270,0.426070039,0.525291829
43,MARTIN,2003340,CHEM 1,129,117,12,13,45,41,,,,,,,,,193,180,373,127,0.517426273,0.340482574
43,MARTIN,2003350,CHEM 1 HON,191,175,,,36,30,,,,,,,,,245,212,457,91,0.536105033,0.199124726
43,MARTIN,2003370,AP CHEM,20,30,,,,,,,,,,,,,27,31,58,8,0.465517241,0.137931034
43,MARTIN,2003390,PHYS 1 HON,14,54,,,,,,,,,,,,,19,68,87,19,0.218390805,0.218390805
43,MARTIN,2003425,AP PHYSICS C: E&M,,,,,,,,,,,,,,,,,,,,
43,MARTIN,2003430,AP PHYSICS C: ME,10,30,,,,,,,,,,,,,15,35,50,10,0.3,0.2
43,MARTIN,2003800,FL PRE-IB CHEM 1,35,25,,,12,,,,,,,,,,50,34,84,24,0.595238095,0.285714286
43,MARTIN,2003805,IB CHEMISTRY 1,,,,,,,,,,,,,,,,,,,,
43,MARTIN,2003820,IB CHEMISTRY 3,,,,,,,,,,,,,,,,,10,,,
43,MARTIN,2003840,IB PHYSICS 1,,14,,,,,,,,,,,,,12,17,29,,0.413793103,
43,MARTIN,2003850,IB PHYSICS 3,,19,,,,,,,,,,,,,16,22,38,,0.421052632,
13,MIAMI-DADE,1200310,ALG 1,212,321,649,858,3336,3964,25,34,,,,,14,,4237,5189,9426,8893,0.449501379,0.943454275
13,MIAMI-DADE,1200315,ALG 1 CR,,,26,53,66,76,,,,,,,,,96,132,228,,0.421052632,
13,MIAMI-DADE,1200320,ALG 1 HON,645,637,934,734,5051,4728,101,92,,,,,71,51,6808,6247,13055,11773,0.521486021,0.901800077
13,MIAMI-DADE,1200330,ALG 2,203,214,827,747,2481,2574,16,32,,,,,12,15,3542,3584,7126,6709,0.497053045,0.941481897
13,MIAMI-DADE,1200335,ALG 2 CR,,,13,22,22,41,,,,,,,,,38,69,107,,0.355140187,
13,MIAMI-DADE,1200340,ALG 2 HON,505,487,796,568,3623,2782,115,107,,,,,18,14,5064,3964,9028,8036,0.560921577,0.890119628
13,MIAMI-DADE,1200370,ALG 1-A,53,91,1089,1219,1825,2087,,,,,,,,,2982,3412,6394,6250,0.466374726,0.977478886
13,MIAMI-DADE,1200380,ALG 1-B,53,91,1096,1239,1829,2089,,,,,,,,,2993,3434,6427,6283,0.465691614,0.977594523
13,MIAMI-DADE,1200387,FINANCIAL ALGEBRA,127,183,1073,1114,2236,2721,10,14,,,,,,11,3460,4044,7504,7194,0.46108742,0.958688699
13,MIAMI-DADE,1200390,IB MYP ALG 1,41,64,52,41,152,162,,,,,,,,,255,281,536,431,0.475746269,0.804104478
13,MIAMI-DADE,1200400,INTENS MATH,85,117,1198,1302,2604,3083,14,14,,,,,,,3909,4529,8438,8236,0.463261436,0.976060678
13,MIAMI-DADE,1200410,MATH COLL SUCCESS,,,74,22,190,212,,,,,,,,,270,234,504,,0.535714286,
13,MIAMI-DADE,1200700,MATH COLL READINESS,240,304,1104,1225,3626,4223,33,33,,,,,16,25,5023,5814,10837,10293,0.46350466,0.949801606
13,MIAMI-DADE,1201300,MATH ANALYSIS HON,83,72,420,305,995,805,14,12,,,,,,,1515,1198,2713,2558,0.558422411,0.942867674
13,MIAMI-DADE,1202300,CALCULUS HON,51,63,116,64,273,207,,11,,,,,,,447,346,793,679,0.563682219,0.856242119
13,MIAMI-DADE,1202310,AP CALCULUS AB,172,174,141,84,985,952,63,52,,,,,11,,1373,1275,2648,2302,0.518504532,0.869335347
13,MIAMI-DADE,1202320,AP CALCULUS BC,31,53,14,11,197,194,24,32,,,,,,,269,294,563,479,0.477797513,0.85079929
13,MIAMI-DADE,1202340,PRE-CALCULUS HON,412,366,545,416,2632,2265,79,61,,,,,14,19,3685,3133,6818,6040,0.540481079,0.88589029
13,MIAMI-DADE,1202352,AICE MATH 1 AS,,,,,58,69,,,,,,,,,72,86,158,,0.455696203,
13,MIAMI-DADE,1202354,AICE MATH&MECH 1 AS,,,,,,15,,,,,,,,,6,18,24,,0.25,
13,MIAMI-DADE,1202356,AICE MATH&MECH 2 AL,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,1202362,AICE MA&PR&ST 1 AS,,,,,39,32,,,,,,,,,49,37,86,,0.569767442,
13,MIAMI-DADE,1202364,AICE MA&PR&ST 2 AL,,,,,23,10,,,,,,,,,28,16,44,,0.636363636,
13,MIAMI-DADE,1202366,AICE MA&ME&PR&ST2 AL,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,1202371,PRE-AICE ADD MTH3 IG,,,,,19,20,,,,,,,,,25,26,51,,0.490196078,
13,MIAMI-DADE,1202375,IB PRE-CALCULUS,38,29,20,11,133,81,18,,,,,,,,210,126,336,269,0.625,0.800595238
13,MIAMI-DADE,1202810,IB CALCULUS/DESC STA,20,14,,,89,41,,,,,,,,,123,62,185,151,0.664864865,0.816216216
13,MIAMI-DADE,1202820,IB FURTHER MATH 1,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,1204000,M/J INTENS MATH (MC),267,224,2258,2402,4705,4844,24,21,,,,,76,72,7335,7564,14899,14408,0.49231492,0.967044768
13,MIAMI-DADE,1205010,M/J GRADE 6 MATH,273,342,1504,1826,4976,5775,40,40,,,,,49,79,6850,8069,14919,14304,0.459146055,0.958777398
13,MIAMI-DADE,1205020,M/J GRADE 6 MATH ADV,486,459,883,792,3802,3533,82,74,,,,,37,43,5293,4909,10202,9257,0.518819839,0.907371104
13,MIAMI-DADE,1205030,M/J MATH 1 CAMBSEC 1,74,96,126,92,565,588,19,14,,,,,11,,798,802,1600,1430,0.49875,0.89375
13,MIAMI-DADE,1205040,M/J GRADE 7 MATH,258,313,1540,1749,4798,5565,55,39,,,,,65,77,6719,7744,14463,13892,0.464564751,0.960519947
13,MIAMI-DADE,1205050,M/J GRADE 7 MATH ADV,300,338,593,452,2734,2289,46,42,,,,,46,26,3720,3150,6870,6232,0.541484716,0.90713246
13,MIAMI-DADE,1205055,M/J MATH 2 CAMBSEC 1,86,86,57,40,324,320,,16,,,,,,,481,466,947,775,0.507919747,0.818373812
13,MIAMI-DADE,1205060,M/J MATH 3 CAMBSEC 1,18,28,22,23,106,126,,,,,,,,,149,179,328,282,0.454268293,0.859756098
13,MIAMI-DADE,1205070,M/J GRADE 8 PRE-ALG,353,408,1659,1873,5499,5887,45,40,,,,,56,59,7618,8270,15888,15127,0.47948137,0.952102216
13,MIAMI-DADE,1205090,M/J IB MYP MATH 1,17,30,37,34,204,143,,,,,,,,,264,214,478,431,0.552301255,0.90167364
13,MIAMI-DADE,1205100,M/J IB MYP PRE-ALGEB,,,,10,,,,,,,,,,,10,15,25,,0.4,
13,MIAMI-DADE,1206310,GEO,319,451,1682,1955,5028,6033,30,36,,,,,18,15,7082,8496,15578,14808,0.454615483,0.950571319
13,MIAMI-DADE,1206315,GEO CR,,,28,47,54,80,,,,,,,,,82,132,214,,0.38317757,
13,MIAMI-DADE,1206320,GEO HON,625,593,1011,763,4378,3873,118,96,,,,,42,31,6178,5364,11542,10324,0.535262519,0.894472362
13,MIAMI-DADE,1206810,IB MYP GEOM,31,36,11,,75,33,,,,,,,,,122,78,200,133,0.61,0.665
13,MIAMI-DADE,1207310,LIB ARTS MATH 2,42,66,105,184,712,992,,10,,,,,,,870,1257,2127,2019,0.409026798,0.94922426
13,MIAMI-DADE,1209800,IB MATH STUDIES,16,20,32,14,126,68,,,,,,,,,180,106,286,250,0.629370629,0.874125874
13,MIAMI-DADE,1209810,PRE-AICE MATH 1 IG,43,53,41,39,172,174,,,,,,,,,271,279,550,454,0.492727273,0.825454545
13,MIAMI-DADE,1209820,PRE-AICE MATH 2 IG,16,26,20,12,127,112,,12,,,,,,,171,162,333,291,0.513513514,0.873873874
13,MIAMI-DADE,1209825,PRE-AICE MATH 3 IG,14,15,17,,111,73,,,,,,,,,147,100,247,218,0.5951417,0.882591093
13,MIAMI-DADE,1210300,"PROB, STAT W/APPLS H",152,149,186,125,1357,1181,24,21,,,,,10,,1730,1483,3213,2912,0.538437597,0.906318083
13,MIAMI-DADE,1210310,IB STAT/INT DIFF CAL,30,14,,,129,38,,,,,,,,,172,56,228,184,0.754385965,0.807017544
13,MIAMI-DADE,1210320,AP STAT,83,91,36,24,481,395,21,18,,,,,,,625,534,1159,985,0.539257981,0.849870578
13,MIAMI-DADE,1210324,IB DISCRETE MATH,,,,,,,,,,,,,,,,,16,,,
13,MIAMI-DADE,1211300,TRIG HON,62,36,70,48,170,138,,,,,,,,,307,228,535,437,0.573831776,0.81682243
13,MIAMI-DADE,1298310,ADV TOPICS IN MATH,128,169,685,614,1672,1898,23,19,,,,,,15,2517,2718,5235,4938,0.480802292,0.943266476
13,MIAMI-DADE,2000010,M/J LIF SCI,,,,,,,,,,,,,,,,,15,,,
13,MIAMI-DADE,2000020,M/J LIF SCI ADV,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,2000300,INTENS SCI,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,2000310,BIO 1,248,351,1507,1789,4519,5909,29,34,,,,,,15,6314,8103,14417,13818,0.437955192,0.958451828
13,MIAMI-DADE,2000315,BIO 1 CR,,,34,59,27,46,,,,,,,,,64,109,173,,0.369942197,
13,MIAMI-DADE,2000320,BIO 1 HON,619,603,992,757,4799,3961,100,77,,,,,48,30,6562,5433,11995,10773,0.547061276,0.898124218
13,MIAMI-DADE,2000321,AICE BIO 1 AS,14,,,11,128,71,,,,,,,,,159,91,250,,0.636,
13,MIAMI-DADE,2000322,PRE-AICE BIO IG,33,37,27,22,262,194,,,,,,,,,327,263,590,520,0.554237288,0.881355932
13,MIAMI-DADE,2000323,AICE BIO 2 AL,,,,,27,,,,,,,,,,33,8,41,,0.804878049,
13,MIAMI-DADE,2000330,BIO 2 HON,,,,,36,30,,,,,,,,,48,36,84,,0.571428571,
13,MIAMI-DADE,2000340,AP BIO,187,122,174,90,893,599,43,26,,,,,,,1303,847,2150,1841,0.606046512,0.85627907
13,MIAMI-DADE,2000350,ANAT PHYSIO,54,48,255,249,664,664,10,,,,,,,,987,974,1961,1859,0.503314635,0.947985722
13,MIAMI-DADE,2000360,ANAT PHYSIO HON,240,155,458,228,2058,1197,33,29,,,,,,,2799,1612,4411,4016,0.634549989,0.910451145
13,MIAMI-DADE,2000370,BOTANY,,10,,,34,43,,,,,,,,,45,58,103,,0.436893204,
13,MIAMI-DADE,2000380,ECOLOGY,,,,,11,21,,,,,,,,,12,23,35,,0.342857143,
13,MIAMI-DADE,2000390,LIMNOLOGY,,,,,21,27,,,,,,,,,22,30,52,,0.423076923,
13,MIAMI-DADE,2000410,ZOOLOGY,36,53,37,32,402,356,,,,,,,,,491,455,946,857,0.519027484,0.905919662
13,MIAMI-DADE,2000430,BIOTECH,,,,,22,30,,,,,,,,,24,34,58,,0.413793103,
13,MIAMI-DADE,2000440,GENETICS HON,,14,15,,54,46,,,,,,,,,84,69,153,,0.549019608,
13,MIAMI-DADE,2000500,BIOSCIENCE 1 HON,,12,,,40,15,,,,,,,,,49,27,76,,0.644736842,
13,MIAMI-DADE,2000510,BIOSCIENCE 2 HON,,,,,,,,,,,,,,,10,6,16,,0.625,
13,MIAMI-DADE,2000520,BIOSCIENCE 3 HON,,,,,10,15,,,,,,,,,10,26,36,,0.277777778,
13,MIAMI-DADE,2000800,FL PRE-IB BIO 1,44,35,30,11,179,99,,,,,,,,,258,152,410,331,0.629268293,0.807317073
13,MIAMI-DADE,2000805,IB BIOLOGY 1,15,12,,,109,47,,,,,,,,,132,66,198,171,0.666666667,0.863636364
13,MIAMI-DADE,2000810,IB BIOLOGY 2,19,18,23,12,91,34,,,,,,,,,142,66,208,171,0.682692308,0.822115385
13,MIAMI-DADE,2000820,IB BIOLOGY 3,26,10,23,,111,44,,,,,,,,,167,68,235,199,0.710638298,0.846808511
13,MIAMI-DADE,2000850,IB MYP BIOLOGY,32,38,24,,86,44,,,,,,,,,150,93,243,173,0.617283951,0.711934156
13,MIAMI-DADE,2001010,M/J ERTH/SPA SCI,,,,,,,,,,,,,,,6,10,16,,0.375,
13,MIAMI-DADE,2001020,M/J ERTH/SPA SCI ADV,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,2001310,ERTH/SPA SCI,16,35,127,225,450,704,,,,,,,,,598,974,1572,1521,0.380407125,0.967557252
13,MIAMI-DADE,2001320,ERTH/SPA SCI HON,,,,,,,,,,,,,,,,,,,,
13,MIAMI-DADE,2001340,ENV SCI,56,90,402,489,926,1191,,13,,,,,,,1397,1789,3186,3040,0.438480854,0.954174513
13,MIAMI-DADE,2001341,ENV SCI HON,,,37,26,62,54,,,,,,,,,107,84,191,,0.560209424,
13,MIAMI-DADE,2001370,IB ENV SYS & SOC 1,,,,,11,10,,,,,,,,,13,11,24,,0.541666667,
13,MIAMI-DADE,2001380,AP ENV SCI,132,135,96,51,669,483,37,20,,,,,,,942,695,1637,1370,0.575442883,0.836896762
13,MIAMI-DADE,2001381,AICE ENV MGMNT AS,36,28,30,21,285,184,,,,,,,,,360,240,600,536,0.6,0.893333333
13,MIAMI-DADE,2001820,IB SPORTS EXER SCI 1,,,,,10,,,,,,,,,,11,9,20,,0.55,
13,MIAMI-DADE,2001830,IB SPORTS EXER SCI 2,,,,,20,12,,,,,,,,,27,17,44,,0.613636364,
13,MIAMI-DADE,2002040,M/J COMPRE SCI 1,268,340,1579,1904,4926,5878,45,39,,,,,49,80,6876,8248,15124,14516,0.454641629,0.959798995
13,MIAMI-DADE,2002050,M/J COMPRE SCI 1 ADV,491,453,834,706,3891,3376,87,78,,,,,36,40,5340,4661,10001,9057,0.533946605,0.905609439
13,MIAMI-DADE,2002056,M/J SCI 1 CAMB SEC 1,125,135,97,66,600,614,16,20,,,,,12,,853,847,1700,1440,0.501764706,0.847058824
13,MIAMI-DADE,2002060,M/J IB MYP COMP SCI1,10,18,32,28,151,89,,,,,,,,,195,138,333,305,0.585585586,0.915915916
13,MIAMI-DADE,2002070,M/J COMPRE SCI 2,251,309,1397,1689,4591,5498,49,41,,,,,58,66,6348,7604,13952,13392,0.454988532,0.959862385
13,MIAMI-DADE,2002080,M/J COMPRE SCI 2 ADV,269,311,566,461,2380,1988,48,47,,,,,50,23,3315,2833,6148,5568,0.53919974,0.905660377
13,MIAMI-DADE,2002086,M/J SCI 2 CAMB SEC 1,72,78,81,56,368,387,11,12,,,,,,,539,540,1079,929,0.499536608,0.860982391
13,MIAMI-DADE,2002090,M/J IB MYP COMP SCI2,10,10,65,53,101,91,,,,,,,,,182,164,346,326,0.526011561,0.942196532
