district_number,district_name,course_number,course_name,W_F,W_M,B_F,B_M,HL_F,HL_M,A_F,A_M,NH_F,NH_M,AI_F,AI_M,MR_F,MR_M,Total_F,Total_M,Total_enrolled,Total_NW,frac_girls,frac_nonwhite
5,BREVARD,2002400,INTEG SCI 1,234,411,137,210,83,146,,,,,,,21,58,477,833,1310,665,0.364122137,0.507633588
5,BREVARD,2002410,INTEG SCI 1 HON,92,121,47,40,40,34,,,,,,,,14,189,211,400,187,0.4725,0.4675
5,BREVARD,2002420,INTEG SCI 2,183,367,96,168,77,126,,,,,,,32,47,394,713,1107,557,0.355916893,0.503161698
5,BREVARD,2002430,INTEG SCI 2 HON,44,57,38,19,17,18,,,,,,,11,,110,102,212,111,0.518867925,0.523584906
5,BREVARD,2002440,INTEG SCI 3,166,311,123,161,90,137,,,,,,,34,58,418,674,1092,615,0.382783883,0.563186813
5,BREVARD,2002450,INTEG SCI 3 HON,64,46,44,34,27,24,,,,,,,12,,150,114,264,154,0.568181818,0.583333333
5,BREVARD,2002480,FORC SCI 1,105,96,31,33,45,21,,,,,,,14,14,197,165,362,161,0.544198895,0.444751381
5,BREVARD,2002490,FORC SCI 2,,,,,,,,,,,,,,,11,8,19,,0.578947368,
5,BREVARD,2002500,MARINE SCI 1,181,216,38,43,38,33,,,,,,,13,17,277,312,589,192,0.470288625,0.325976231
5,BREVARD,2002510,MARINE SCI 1 HON,232,214,11,11,32,25,11,10,,,,,19,13,306,274,580,134,0.527586207,0.231034483
5,BREVARD,2002515,AICE MARINE SCI 1 AS,49,40,13,11,11,15,,,,,,,,,88,70,158,69,0.556962025,0.436708861
5,BREVARD,2002530,MARINE SCI 2 HON,29,25,,,,,,,,,,,,,36,35,71,17,0.507042254,0.23943662
5,BREVARD,2003310,PHY SCI,86,92,45,45,31,37,,,,,,,12,10,178,186,364,186,0.489010989,0.510989011
5,BREVARD,2003340,CHEM 1,514,629,116,118,123,149,20,12,,,,,72,70,855,980,1835,692,0.465940054,0.377111717
5,BREVARD,2003350,CHEM 1 HON,696,630,95,43,142,106,45,36,,,,,70,45,1052,866,1918,592,0.548488008,0.308654849
5,BREVARD,2003360,CHEM 2 HON,,,,,,,,,,,,,,,10,13,23,,0.434782609,
5,BREVARD,2003370,AP CHEM,52,55,,,,,,,,,,,,,69,72,141,34,0.489361702,0.241134752
5,BREVARD,2003372,PRE-AICE CHEM IG,62,42,18,,16,18,,,,,,,,,108,79,187,83,0.577540107,0.443850267
5,BREVARD,2003380,PHYS 1,601,606,117,120,162,143,23,15,,,,,68,65,977,952,1929,722,0.506480041,0.374287195
5,BREVARD,2003390,PHYS 1 HON,415,363,61,26,90,67,24,16,,,,,38,32,630,506,1136,358,0.554577465,0.315140845
5,BREVARD,2003421,AP PHYSICS 1,139,189,,,30,36,24,17,,,,,19,12,215,261,476,148,0.451680672,0.31092437
5,BREVARD,2003422,AP PHYSICS 2,10,32,,,,,,,,,,,,,11,37,48,6,0.229166667,0.125
5,BREVARD,2003430,AP PHYSICS C: ME,,18,,,,,,,,,,,,,8,20,28,,0.285714286,
5,BREVARD,2003431,AICE PHYSICS 1 AS,,,,,,,,,,,,,,,,,,,,
5,BREVARD,2003432,PRE-AICE PHYSICS IG,66,52,10,,13,,,,,,,,14,,104,79,183,65,0.568306011,0.355191257
5,BREVARD,2003433,AICE PHYSICS 2 AL,,,,,,,,,,,,,,,,,,,,
5,BREVARD,2003800,FL PRE-IB CHEM 1,11,16,,,,,,,,,,,,,23,22,45,18,0.511111111,0.4
5,BREVARD,2003805,IB CHEMISTRY 1,,,,,,,,,,,,,,,,,16,,,
5,BREVARD,2003810,IB CHEMISTRY 2,,,,,,,,,,,,,,,,,11,,,
5,BREVARD,2003820,IB CHEMISTRY 3,11,,,,,,,,,,,,,,14,7,21,,0.666666667,
5,BREVARD,2003830,IB MYP CHEM,27,23,,,,,,,,,,,,,37,33,70,20,0.528571429,0.285714286
5,BREVARD,2020910,ASTR S/G HON,15,32,,,,,,,,,,,,,20,47,67,20,0.298507463,0.298507463
6,BROWARD,1200310,ALG 1,884,1102,2301,2866,1803,2111,89,126,,,,22,123,150,5212,6383,11595,9609,0.449504097,0.828719276
6,BROWARD,1200315,ALG 1 CR,,,17,32,10,23,,,,,,,,,35,61,96,,0.364583333,
6,BROWARD,1200320,ALG 1 HON,1227,1114,1405,1004,1420,1369,310,279,,11,17,18,140,132,4524,3927,8451,6110,0.535321264,0.722991362
6,BROWARD,1200330,ALG 2,756,794,1192,1151,1145,1162,87,95,,,11,,96,84,3295,3296,6591,5041,0.499924139,0.76483083
6,BROWARD,1200335,ALG 2 CR,,,,,,,,,,,,,,,,,,,,
6,BROWARD,1200340,ALG 2 HON,804,763,950,602,880,772,203,228,,,12,,95,81,2946,2458,5404,3837,0.545151739,0.710029608
6,BROWARD,1200370,ALG 1-A,33,67,240,376,105,177,,,,,,,,10,394,635,1029,929,0.382896016,0.90281827
6,BROWARD,1200375,ALG 1-A CR,,,,,,,,,,,,,,,3,11,14,,0.214285714,
6,BROWARD,1200380,ALG 1-B,28,47,286,370,107,130,,,,,,,,,433,562,995,920,0.435175879,0.924623116
6,BROWARD,1200385,ALG 1-B CR,,,,,,,,,,,,,,,,,,,,
6,BROWARD,1200387,FINANCIAL ALGEBRA,282,351,853,956,647,695,32,44,,,,,39,63,1858,2116,3974,3341,0.467539004,0.840714645
6,BROWARD,1200390,IB MYP ALG 1,49,47,60,51,119,113,,17,,,,,10,,245,235,480,384,0.510416667,0.8
6,BROWARD,1200395,IB MYP ALG 2,,,,10,27,41,,,,,,,,,41,64,105,,0.39047619,
6,BROWARD,1200400,INTENS MATH,18,19,76,110,41,40,,,,,,,,,139,172,311,274,0.446945338,0.881028939
6,BROWARD,1200410,MATH COLL SUCCESS,,,,,,,,,,,,,,,19,22,41,,0.463414634,
6,BROWARD,1200700,MATH COLL READINESS,416,486,1031,1097,796,878,42,53,,,,,51,53,2345,2575,4920,4018,0.476626016,0.816666667
6,BROWARD,1201300,MATH ANALYSIS HON,32,31,38,23,55,48,,,,,,,,,137,108,245,182,0.559183673,0.742857143
6,BROWARD,1201315,ANALYSIS OF FUNC HON,110,99,100,67,76,65,13,28,,,,,12,,315,270,585,376,0.538461538,0.642735043
6,BROWARD,1202300,CALCULUS HON,69,49,121,98,72,73,17,13,,,,,,,284,236,520,402,0.546153846,0.773076923
6,BROWARD,1202310,AP CALCULUS AB,215,226,107,87,152,194,82,96,,,,,16,18,578,628,1206,765,0.479270315,0.634328358
6,BROWARD,1202320,AP CALCULUS BC,78,96,22,16,65,93,41,49,,,,,,10,214,267,481,307,0.444906445,0.638253638
6,BROWARD,1202340,PRE-CALCULUS HON,585,584,655,413,568,552,161,160,,,11,10,64,58,2045,1779,3824,2655,0.534780335,0.694299163
6,BROWARD,1202352,AICE MATH 1 AS,21,18,,,15,10,,,,,,,,,45,37,82,43,0.548780488,0.524390244
6,BROWARD,1202362,AICE MA&PR&ST 1 AS,,,,,,,,,,,,,,,2,13,15,,0.133333333,
6,BROWARD,1202364,AICE MA&PR&ST 2 AL,,,,,,,,,,,,,,,5,10,15,,0.333333333,
6,BROWARD,1202375,IB PRE-CALCULUS,13,,35,22,,,10,,,,,,,,71,43,114,,0.622807018,
6,BROWARD,1202810,IB CALCULUS/DESC STA,,,15,,,,,,,,,,,,19,3,22,,0.863636364,
6,BROWARD,1202830,IB ADV CALCULUS,,,22,13,,,11,,,,,,,,44,34,78,,0.564102564,
6,BROWARD,1204000,M/J INTENS MATH (MC),80,83,471,441,241,262,,,,,,,16,12,817,808,1625,1462,0.502769231,0.899692308
6,BROWARD,1205010,M/J GRADE 6 MATH,815,916,2434,2639,1813,2058,92,93,,11,,18,105,105,5276,5840,11116,9385,0.474631162,0.844278517
6,BROWARD,1205020,M/J GRADE 6 MATH ADV,1209,1234,1528,1335,1497,1523,257,285,15,11,,10,121,115,4634,4513,9147,6704,0.50661419,0.732917897
6,BROWARD,1205030,M/J MATH 1 CAMBSEC 1,13,,29,16,26,24,,,,,,,,,73,51,124,,0.588709677,
6,BROWARD,1205040,M/J GRADE 7 MATH,848,977,2431,2810,1930,2106,80,98,,,14,16,114,114,5424,6130,11554,9729,0.46944781,0.842046045
6,BROWARD,1205050,M/J GRADE 7 MATH ADV,923,895,1007,775,945,931,118,123,,,10,11,65,93,3073,2831,5904,4086,0.52049458,0.692073171
6,BROWARD,1205055,M/J MATH 2 CAMBSEC 1,,,24,21,27,30,,,,,,,,,64,63,127,,0.503937008,
6,BROWARD,1205070,M/J GRADE 8 PRE-ALG,991,1153,2569,2838,2170,2214,128,120,,,16,19,136,137,6014,6489,12503,10359,0.481004559,0.828521155
6,BROWARD,1205090,M/J IB MYP MATH 1,21,18,34,23,53,59,,,,,,,,,115,105,220,181,0.522727273,0.822727273
6,BROWARD,1205100,M/J IB MYP PRE-ALGEB,40,38,50,32,96,93,,,,,,,,,196,178,374,296,0.524064171,0.79144385
6,BROWARD,1206300,INF GEO,57,110,390,504,215,258,,13,,,,,19,23,691,908,1599,1432,0.432145091,0.895559725
6,BROWARD,1206310,GEO,999,1200,2593,3019,1842,2166,96,129,11,,13,18,151,166,5705,6707,12412,10213,0.459635836,0.822832743
6,BROWARD,1206315,GEO CR,,,12,27,,14,,,,,,,,,23,44,67,,0.343283582,
6,BROWARD,1206320,GEO HON,1009,991,1172,804,1269,1129,253,233,,,13,,131,127,3853,3296,7149,5149,0.538956497,0.720240593
6,BROWARD,1206810,IB MYP GEOM,22,26,30,27,86,74,,10,,,,,,,150,145,295,247,0.508474576,0.837288136
6,BROWARD,1207300,LIB ARTS MATH 1,405,581,1918,2456,1024,1350,46,78,,,,13,68,114,3471,4593,8064,7078,0.430431548,0.877728175
6,BROWARD,1207310,LIB ARTS MATH 2,43,52,214,249,107,152,,,,,,,,13,376,471,847,752,0.443919717,0.887839433
6,BROWARD,1209800,IB MATH STUDIES,10,,45,19,20,,12,,,,,,,,94,36,130,,0.723076923,
6,BROWARD,1209810,PRE-AICE MATH 1 IG,18,,16,19,13,15,,,,,,,,,53,44,97,,0.546391753,
6,BROWARD,1209820,PRE-AICE MATH 2 IG,65,56,68,47,61,52,,,,,,,,,202,173,375,254,0.538666667,0.677333333
6,BROWARD,1209825,PRE-AICE MATH 3 IG,46,27,25,10,24,23,,,,,,,,,103,67,170,97,0.605882353,0.570588235
6,BROWARD,1210300,"PROB, STAT W/APPLS H",318,313,217,206,363,353,42,42,,,,,31,29,977,947,1924,1293,0.507796258,0.672037422
6,BROWARD,1210310,IB STAT/INT DIFF CAL,,,48,20,,,,,,,,,,,60,32,92,,0.652173913,
6,BROWARD,1210320,AP STAT,184,174,83,57,135,136,58,54,,,,,21,22,481,446,927,569,0.518878101,0.613807983
6,BROWARD,1211300,TRIG HON,173,157,215,181,196,145,21,26,,,,,29,24,635,534,1169,839,0.543199316,0.717707442
6,BROWARD,1298310,ADV TOPICS IN MATH,348,350,542,530,570,597,33,38,,,,,29,38,1531,1558,3089,2391,0.495629654,0.774036905
6,BROWARD,2000010,M/J LIF SCI,588,791,1937,2323,1445,1733,72,106,,,15,13,75,104,4137,5077,9214,7835,0.448990666,0.850336445
6,BROWARD,2000020,M/J LIF SCI ADV,1059,1039,993,811,1062,1066,171,160,,,10,14,96,110,3397,3208,6605,4507,0.514307343,0.682361847
6,BROWARD,2000025,M/J STEM LIFE SCI,,14,55,49,18,25,,,,,,,,,79,92,171,,0.461988304,
6,BROWARD,2000030,M/J IB MYP LIFE SCI,12,,64,41,11,,,,,,,,,,92,55,147,,0.62585034,
6,BROWARD,2000310,BIO 1,625,898,2408,3112,1393,1871,64,124,,,10,16,101,138,4606,6162,10768,9245,0.427748886,0.858562407
6,BROWARD,2000315,BIO 1 CR,,,,,,,,,,,,,,,,,11,,,
6,BROWARD,2000320,BIO 1 HON,1297,1184,1360,978,1472,1201,247,237,,,14,10,156,124,4551,3739,8290,5809,0.548974668,0.700723764
6,BROWARD,2000321,AICE BIO 1 AS,29,11,,,35,26,,,,,,,,,76,48,124,84,0.612903226,0.677419355
6,BROWARD,2000322,PRE-AICE BIO IG,142,103,118,74,141,119,33,29,,,,,18,16,455,344,799,554,0.569461827,0.693366708
6,BROWARD,2000330,BIO 2 HON,33,19,36,21,74,53,,,,,,,,,156,105,261,209,0.597701149,0.800766284
6,BROWARD,2000340,AP BIO,228,128,179,85,202,159,94,51,,,,,26,19,738,444,1182,826,0.624365482,0.698815567
6,BROWARD,2000350,ANAT PHYSIO,76,75,376,356,186,162,11,,,,,,10,15,661,616,1277,1126,0.517619421,0.881754111
6,BROWARD,2000360,ANAT PHYSIO HON,709,366,985,494,831,498,127,71,,,13,,97,35,2765,1470,4235,3160,0.652892562,0.746162928
6,BROWARD,2000410,ZOOLOGY,12,13,10,10,15,10,,,,,,,,,40,34,74,49,0.540540541,0.662162162
6,BROWARD,2000440,GENETICS HON,20,12,140,19,36,26,,,,,,,,,208,62,270,238,0.77037037,0.881481481
6,BROWARD,2000800,FL PRE-IB BIO 1,,,28,21,,,,,,,,,,,49,36,85,,0.576470588,
6,BROWARD,2000810,IB BIOLOGY 2,,11,35,21,11,,,,,,,,,,63,47,110,,0.572727273,
6,BROWARD,2000820,IB BIOLOGY 3,,,71,22,13,,15,,,,,,,,116,41,157,,0.738853503,
6,BROWARD,2000850,IB MYP BIOLOGY,36,35,69,50,106,103,10,17,,,,,,,227,213,440,369,0.515909091,0.838636364
6,BROWARD,2001010,M/J ERTH/SPA SCI,681,821,2043,2407,1557,1914,82,120,,12,,17,81,111,4460,5402,9862,8360,0.452240925,0.847698236
6,BROWARD,2001020,M/J ERTH/SPA SCI ADV,948,916,887,760,1104,996,165,151,,,,,78,66,3196,2901,6097,4233,0.524192226,0.694275873
6,BROWARD,2001025,M/J STEM ASTRO/SPACE,,16,33,50,29,46,,,,,,,,,76,122,198,,0.383838384,
6,BROWARD,2001030,M/J IB MYP ERT/SP SC,,,91,43,,18,,,,,,,,,116,73,189,,0.613756614,
6,BROWARD,2001310,ERTH/SPA SCI,245,465,544,893,538,792,30,48,,,,,35,49,1398,2254,3652,2942,0.382803943,0.80558598
6,BROWARD,2001320,ERTH/SPA SCI HON,195,186,151,123,239,253,17,27,,,,,21,15,626,606,1232,851,0.508116883,0.690746753
6,BROWARD,2001340,ENV SCI,444,610,2111,2562,1209,1525,63,90,,,,11,77,112,3918,4913,8831,7777,0.443664364,0.880647718
6,BROWARD,2001341,ENV SCI HON,174,189,242,228,196,204,46,47,,,,,23,21,684,690,1374,1011,0.497816594,0.73580786
6,BROWARD,2001342,PRE-AICE ENV MGMT IG,,,,,,,,,,,,,,,7,17,24,,0.291666667,
6,BROWARD,2001370,IB ENV SYS & SOC 1,,,,,11,,,,,,,,,,24,5,29,,0.827586207,
6,BROWARD,2001380,AP ENV SCI,281,157,148,95,236,171,52,51,,,,,25,21,749,497,1246,808,0.601123596,0.64847512
6,BROWARD,2001381,AICE ENV MGMNT AS,41,36,37,13,49,34,,12,,,,,,,142,102,244,167,0.581967213,0.68442623
6,BROWARD,2001390,PRE-AICE COORSCI 1IG,,,,10,,,,,,,,,,,15,13,28,,0.535714286,
6,BROWARD,2002040,M/J COMPRE SCI 1,136,137,572,470,308,291,16,18,,,,,27,17,1061,936,1997,1724,0.531296945,0.863294942
6,BROWARD,2002050,M/J COMPRE SCI 1 ADV,84,79,174,125,118,100,10,15,,,,,,,395,326,721,558,0.547850208,0.773925104
6,BROWARD,2002055,M/J COMPSCI1 ACC HON,,14,23,23,17,22,,,,,,,,,52,62,114,,0.456140351,
6,BROWARD,2002056,M/J SCI 1 CAMB SEC 1,47,39,49,40,71,74,14,21,,,,,10,,193,178,371,285,0.520215633,0.76819407
6,BROWARD,2002060,M/J IB MYP COMP SCI1,54,48,65,61,117,135,10,11,,,,,,,250,261,511,409,0.489236791,0.800391389
6,BROWARD,2002070,M/J COMPRE SCI 2,161,141,482,476,309,319,12,23,,,,,19,12,984,976,1960,1658,0.502040816,0.845918367
6,BROWARD,2002080,M/J COMPRE SCI 2 ADV,86,59,139,81,73,68,16,17,,,,,,,324,228,552,407,0.586956522,0.737318841
6,BROWARD,2002085,M/J COMPSCI2 ACC HON,95,120,57,25,69,75,41,39,,,,,12,,275,268,543,328,0.506445672,0.604051565
6,BROWARD,2002086,M/J SCI 2 CAMB SEC 1,22,24,15,14,43,46,11,,,,,,,,94,92,186,140,0.505376344,0.752688172
6,BROWARD,2002090,M/J IB MYP COMP SCI2,63,51,52,56,134,112,,12,,,,,,,265,235,500,386,0.53,0.772
6,BROWARD,2002100,M/J COMPRE SCI 3,132,139,437,431,239,258,17,12,,,,,22,17,850,862,1712,1441,0.496495327,0.841705607
6,BROWARD,2002110,M/J COMPRE SCI 3 ADV,72,65,91,69,81,70,13,,,,,,,,264,220,484,347,0.545454545,0.716942149
6,BROWARD,2002115,M/J SCI 3 CAMB SEC 1,20,26,,,22,25,,,,,,,,,52,61,113,67,0.460176991,0.592920354
6,BROWARD,2002120,M/J IB MYP COMP SCI3,40,32,48,37,102,101,,,,,,,,,199,188,387,315,0.514211886,0.813953488
6,BROWARD,2002200,M/J STEM ENV SCI,16,15,46,34,23,31,,,,,,,,,90,87,177,146,0.508474576,0.824858757
6,BROWARD,2002340,EXP SCI 1 HON,56,77,53,50,40,67,12,16,,,,,,,168,216,384,251,0.4375,0.653645833
6,BROWARD,2002350,EXP SCI 2 HON,,30,,,,19,,,,,,,,,24,65,89,,0.269662921,
6,BROWARD,2002360,EXP SCI 3 HON,43,33,10,10,16,21,,,,,,,,,75,76,151,75,0.496688742,0.496688742
6,BROWARD,2002370,EXP SCI 4 HON,10,13,,,15,10,,,,,,,,,40,29,69,46,0.579710145,0.666666667
6,BROWARD,2002400,INTEG SCI 1,,,63,64,25,33,,,,,,,,,98,107,205,,0.47804878,
6,BROWARD,2002415,IB MYP INTEG SCI,,,11,17,36,29,,,,,,,,,56,59,115,,0.486956522,
6,BROWARD,2002420,INTEG SCI 2,,,,,,,,,,,,,,,,,,,,
6,BROWARD,2002430,INTEG SCI 2 HON,13,34,11,15,,15,,,,,,,,,38,68,106,59,0.358490566,0.556603774
6,BROWARD,2002480,FORC SCI 1,267,194,245,140,329,217,24,26,,,,,20,21,892,602,1494,1033,0.597054886,0.691432396
6,BROWARD,2002490,FORC SCI 2,26,14,20,,24,15,,,,,,,,,74,43,117,77,0.632478632,0.658119658
6,BROWARD,2002500,MARINE SCI 1,270,363,601,905,472,657,18,47,,,,,36,53,1405,2030,3435,2802,0.409024745,0.815720524
6,BROWARD,2002510,MARINE SCI 1 HON,606,542,452,397,591,586,59,60,,,,,53,53,1769,1645,3414,2266,0.518160516,0.663737551
6,BROWARD,2002515,AICE MARINE SCI 1 AS,157,86,97,35,136,104,24,19,,,,,,12,424,259,683,440,0.62079063,0.644216691
6,BROWARD,2002520,MARINE SCI 2,12,19,,,,10,,,,,,,,,25,29,54,23,0.462962963,0.425925926
6,BROWARD,2002530,MARINE SCI 2 HON,71,77,49,40,73,63,,,,,,,,,203,195,398,250,0.510050251,0.628140704
6,BROWARD,2002535,AICE MARINE SCI 2 AL,37,16,,,23,17,,,,,,,,,69,37,106,53,0.650943396,0.5
6,BROWARD,2002800,IB MARINE SCI 1,,,18,11,,,,,,,,,,,23,11,34,,0.676470588,
6,BROWARD,2003010,M/J PHY SCI,577,741,1871,2239,1532,1678,105,106,,,,13,93,113,4189,4898,9087,7769,0.460988225,0.854957632
6,BROWARD,2003020,M/J PHY SCI ADV,822,798,729,552,1050,873,133,121,,,12,,78,79,2827,2432,5259,3639,0.537554668,0.691956646
6,BROWARD,2003030,M/J STEM PHYSIC SCI,13,18,,,13,17,,,,,,,,,32,43,75,44,0.426666667,0.586666667
6,BROWARD,2003310,PHY SCI,96,188,386,598,332,428,,19,,,,,18,36,844,1272,2116,1832,0.398865784,0.865784499
6,BROWARD,2003320,PHY SCI HON,66,61,115,92,120,113,31,24,,,,,12,14,346,307,653,526,0.529862175,0.805513017
6,BROWARD,2003340,CHEM 1,566,653,1228,1221,1057,1131,58,72,,,,,68,86,2990,3177,6167,4948,0.484838657,0.802335009
6,BROWARD,2003345,CHEM 1 CR,,,,,,,,,,,,,,,,,,,,
6,BROWARD,2003350,CHEM 1 HON,1040,918,1154,725,1161,927,212,217,,,15,,121,108,3708,2907,6615,4657,0.560544218,0.704006047
6,BROWARD,2003360,CHEM 2 HON,11,18,,,17,15,,,,,,,,,37,46,83,54,0.445783133,0.65060241
6,BROWARD,2003370,AP CHEM,81,96,55,43,93,82,52,58,,,,,,11,292,291,583,406,0.500857633,0.696397942
6,BROWARD,2003371,AICE CHEM 1 AS,,,,,,,,,,,,,,,12,16,28,,0.428571429,
6,BROWARD,2003372,PRE-AICE CHEM IG,,11,37,,28,21,18,12,,,,,,,93,55,148,,0.628378378,
6,BROWARD,2003380,PHYS 1,67,117,148,174,135,208,,13,,,,,16,15,371,529,900,716,0.412222222,0.795555556
6,BROWARD,2003390,PHYS 1 HON,322,451,413,343,401,493,80,94,,,,,44,50,1269,1437,2706,1933,0.468957871,0.714338507
6,BROWARD,2003421,AP PHYSICS 1,116,189,69,63,90,160,37,75,,,,,10,17,323,508,831,526,0.388688327,0.632972323
